park_visited,enjoys_most,other_needs,year,anything_to_add
Saskatchewan Landing,Site was great...easy to park,,2018,Get the roads leading to Rowans fixed
Crooked Lake,"Nice sites wide road, easy parking big units, overall nice park.",,2018,
22,"Shower heads need replaced in central showers, hardly any water comes out.",,2018,
22,"Been to that site 4 times now. Clean, easy access to lake, bathrooms are clean. All my family was there.",,2018,I love Sask Parks.
Narrow Hills,Itâ€™s a great park,,2018,Better internet services please
Lac La,"Love the park, lots of stuff to do, well kept grounds, quiet",,2018,
Meadow Lake,Lack of parking,,2018,
Pike Lake,Helpful staff,,2018,
Cypress Hills,Was a really nice park everything was great. Could have had better nicer firewood,,2018,
Makwa,Campground closed and locked up earlier than we would have liked.  We would have stayed longer but management instructed us to leave so they could lock up the campground.,Lower bbq/ campfire containers are easier and more pleasant to use especially earlier and later in the year.,2018,Would like it if Wadin Bay was open until September 30.  Saw park turn away multiple people as they closed too early.  Many people enjoy fall camping although the weather was exceptionally poor this year.  Missinipe was open but the access road becomes poor in the fall especially with rain.  Missinipe sites are not as nice and lacks the additional recreationa/educational options available at Wadin Bay.
Danielson,lots of empty sights but they show rented,get camp sight without reserved,2018,"reserve sight have to change,to many left empty"
Moose Mountain,The only issue was the boat launch. Not enough rocks were put in place before the final drop off ramp in order to keep the vehicle above the water level.  The dock was fixed to accommodate the water level but the boat launch was a disaster. Vehicles needed to back out so far into the deep water to launch and became flooded. This affected alot of people. There were many complaining and nothing was being done. Very frustrating!,,2018,
Narrow Hills,My family group enjoyed most of the park features. We took our power boat and really liked the lake level.,,2018,Almost all camping sites are gravel based with very little grassed areas for tenting. Unless you have a cabin trailer for those sites it is very uncomfortable and impossible to use tent pegs in the sites.   Why not have more designated tent sites that encourage people to enjoy some low tech camping?  Parks should attempt to keep camping costs affordable for the average family.
Crooked Lake,"I love Sandy Bay at Candle Lake but would spend a much longer time and more enjoyable time there if I had full service (water, power and sewer).  It stresses me to worry about sewer and water",Full service sites,2018,Full service sites please at Candle Lake
Narrow Hills,It was great. This is one of the best parks. Only problem this year was the public showers the water heaters must not have been working when we went so we ended up showering in a friends Rv . Too cold to even shower in.,,2018,
Makwa,Clean campground and easy access to lake,,2018,
Danielson,could not reserve for the desired week. had to take what was open.,,2018,"Please, please change the reserve a site setup to something more equitable to all! Alberta's Provincial parks system even makes it more fair."
22,It's always beautiful there. Lots of opportunities for hiking also.,More ews sites.,2018,"Last visit had a problem with the reservation. When we arrived, someone else was in our site. They were told to 'just pick one' and tell the park staff Aich one later."
Moose Mountain,Love nature.  Playground should be upgraded.  This one has been there since the 80's not safe!,Water tramps or slides. Diving docks,2018,
